work_year,job_title,job_category,currency,salary,salary_dollar_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_euro,cost_of_living_index,salary_adjusted_coli
2023,Data Scientist,Data Science and Research,USD,190200,190200,United States,Senior,Full-time,In-person,United States,M,174984.0,100.0,190200.0
2023,Data Scientist,Data Science and Research,USD,95100,95100,United States,Senior,Full-time,In-person,United States,M,87492.0,100.0,95100.0
2023,Data Analyst,Data Analysis,USD,133000,133000,United States,Entry-level,Full-time,In-person,United States,M,122360.0,100.0,133000.0
2023,Data Analyst,Data Analysis,USD,58400,58400,United States,Entry-level,Full-time,In-person,United States,M,53728.0,100.0,58400.0
2023,Data Engineer,Data Engineering,USD,90000,90000,United States,Mid-level,Full-time,Remote,United States,M,82800.0,100.0,90000.0
2023,Data Engineer,Data Engineering,USD,70000,70000,United States,Mid-level,Full-time,Remote,United States,M,64400.0,100.0,70000.0
2023,Data Scientist,Data Science and Research,USD,73100,73100,United States,Mid-level,Full-time,In-person,United States,M,67252.0,100.0,73100.0
2023,Data Engineer,Data Engineering,USD,135000,135000,United States,Senior,Full-time,In-person,United States,M,124200.0,100.0,135000.0
2023,Data Engineer,Data Engineering,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M,92000.0,100.0,100000.0
2023,Data Engineer,Data Engineering,USD,180514,180514,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,166072.88,82.7,218275.7
2023,Data Engineer,Data Engineering,USD,108308,108308,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,99643.36,82.7,130964.93
2023,Machine Learning Engineer,Machine Learning and AI,USD,294000,294000,United States,Senior,Full-time,In-person,United States,M,270480.0,100.0,294000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000,United States,Senior,Full-time,In-person,United States,M,176640.0,100.0,192000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,266000,266000,United States,Senior,Full-time,In-person,United States,M,244720.0,100.0,266000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,167000,167000,United States,Senior,Full-time,In-person,United States,M,153640.0,100.0,167000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,138000.0,100.0,150000.0
2023,Data Analyst,Data Analysis,USD,163800,163800,United States,Entry-level,Full-time,Remote,United States,M,150696.0,100.0,163800.0
2023,Data Analyst,Data Analysis,USD,88200,88200,United States,Entry-level,Full-time,Remote,United States,M,81144.0,100.0,88200.0
2023,Data Analyst,Data Analysis,USD,180400,180400,United States,Senior,Full-time,In-person,United States,M,165968.0,100.0,180400.0
2023,Data Analyst,Data Analysis,USD,138800,138800,United States,Senior,Full-time,In-person,United States,M,127696.0,100.0,138800.0
2023,Data Analyst,Data Analysis,GBP,55000,67672,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,62258.24,82.7,81828.3
2023,Data Analyst,Data Analysis,GBP,45000,55368,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,50938.56,82.7,66950.42
2023,Machine Learning Engineer,Machine Learning and AI,USD,319000,319000,United States,Senior,Full-time,Remote,United States,M,293480.0,100.0,319000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,206000,206000,United States,Senior,Full-time,Remote,United States,M,189520.0,100.0,206000.0
2023,Data Scientist,Data Science and Research,USD,215000,215000,United States,Senior,Full-time,In-person,United States,M,197800.0,100.0,215000.0
2023,Data Scientist,Data Science and Research,USD,142000,142000,United States,Senior,Full-time,In-person,United States,M,130640.0,100.0,142000.0
2023,Data Scientist,Data Science and Research,USD,266000,266000,United States,Senior,Full-time,In-person,United States,M,244720.0,100.0,266000.0
2023,Data Scientist,Data Science and Research,USD,167000,167000,United States,Senior,Full-time,In-person,United States,M,153640.0,100.0,167000.0
2023,Data Analyst,Data Analysis,USD,140130,140130,United States,Senior,Full-time,In-person,United States,M,128919.6,100.0,140130.0
2023,Data Analyst,Data Analysis,USD,84870,84870,United States,Senior,Full-time,In-person,United States,M,78080.4,100.0,84870.0
2023,Data Engineer,Data Engineering,USD,178300,178300,United States,Mid-level,Full-time,In-person,United States,M,164036.0,100.0,178300.0
2023,Data Engineer,Data Engineering,USD,105400,105400,United States,Mid-level,Full-time,In-person,United States,M,96968.0,100.0,105400.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,215000,215000,United States,Senior,Full-time,In-person,United States,M,197800.0,100.0,215000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,142000,142000,United States,Senior,Full-time,In-person,United States,M,130640.0,100.0,142000.0
2023,Research Scientist,Data Science and Research,USD,240000,240000,United States,Senior,Full-time,Remote,United States,M,220800.0,100.0,240000.0
2023,Research Scientist,Data Science and Research,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M,193200.0,100.0,210000.0
2023,Data Engineer,Data Engineering,USD,150000,150000,United States,Mid-level,Full-time,In-person,United States,M,138000.0,100.0,150000.0
2023,Data Science Consultant,Data Science and Research,USD,116000,116000,United States,Senior,Full-time,In-person,United States,M,106720.0,100.0,116000.0
2023,Data Science Consultant,Data Science and Research,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M,82800.0,100.0,90000.0
2023,Data Science Consultant,Data Science and Research,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M,133400.0,100.0,145000.0
2023,Data Science Consultant,Data Science and Research,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M,117760.0,100.0,128000.0
2023,Data Engineer,Data Engineering,USD,154000,154000,United States,Senior,Full-time,Remote,United States,M,141680.0,100.0,154000.0
2023,Data Engineer,Data Engineering,USD,126000,126000,United States,Senior,Full-time,Remote,United States,M,115920.0,100.0,126000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M,220800.0,100.0,240000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,157250,157250,United States,Senior,Full-time,In-person,United States,M,144670.0,100.0,157250.0
2023,Data Engineer,Data Engineering,USD,219650,219650,United States,Executive,Full-time,Remote,United States,M,202078.0,100.0,219650.0
2023,Data Engineer,Data Engineering,USD,136000,136000,United States,Executive,Full-time,Remote,United States,M,125120.0,100.0,136000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,180000,180000,United States,Mid-level,Full-time,Remote,United States,M,165600.0,100.0,180000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,125000,125000,United States,Mid-level,Full-time,Remote,United States,M,115000.0,100.0,125000.0
2023,Data Scientist,Data Science and Research,USD,247600,247600,United States,Senior,Full-time,In-person,United States,L,227792.0,100.0,247600.0
2023,Data Scientist,Data Science and Research,USD,127300,127300,United States,Senior,Full-time,In-person,United States,L,117116.0,100.0,127300.0
2023,Data Scientist,Data Science and Research,USD,60000,60000,United States,Mid-level,Full-time,In-person,United States,M,55200.0,100.0,60000.0
2023,Data Scientist,Data Science and Research,USD,55000,55000,United States,Mid-level,Full-time,In-person,United States,M,50600.0,100.0,55000.0
2023,Data Engineer,Data Engineering,USD,250000,250000,United States,Mid-level,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2023,Data Engineer,Data Engineering,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M,115000.0,100.0,125000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M,174800.0,100.0,190000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,Remote,United States,M,156400.0,100.0,170000.0
2023,Data Scientist,Data Science and Research,USD,202600,202600,United States,Senior,Full-time,Remote,United States,M,186392.0,100.0,202600.0
2023,Data Scientist,Data Science and Research,USD,168800,168800,United States,Senior,Full-time,Remote,United States,M,155296.0,100.0,168800.0
2023,Data Engineer,Data Engineering,USD,132000,132000,United States,Mid-level,Full-time,Remote,United States,M,121440.0,100.0,132000.0
2023,Data Engineer,Data Engineering,USD,111000,111000,United States,Mid-level,Full-time,Remote,United States,M,102120.0,100.0,111000.0
2023,Data Scientist,Data Science and Research,USD,203000,203000,United States,Senior,Full-time,Remote,United States,M,186760.0,100.0,203000.0
2023,Data Scientist,Data Science and Research,USD,127000,127000,United States,Senior,Full-time,Remote,United States,M,116840.0,100.0,127000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,125009,125009,United States,Mid-level,Full-time,Remote,United States,M,115008.28,100.0,125009.0
2023,Business Intelligence Analyst,BI and Visualization,USD,83339,83339,United States,Mid-level,Full-time,Remote,United States,M,76671.88,100.0,83339.0
2023,Data Analyst,Data Analysis,USD,112200,112200,United States,Senior,Full-time,Remote,United States,M,103224.0,100.0,112200.0
2023,Data Analyst,Data Analysis,USD,91800,91800,United States,Senior,Full-time,Remote,United States,M,84456.0,100.0,91800.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M,184000.0,100.0,200000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M,147200.0,100.0,160000.0
2023,AI Developer,Machine Learning and AI,EUR,150000,161952,France,Senior,Full-time,Hybrid,France,M,148995.84,79.8,202947.37
2023,Data Engineer,Data Engineering,USD,160000,160000,United States,Mid-level,Full-time,In-person,United States,M,147200.0,100.0,160000.0
2023,Data Scientist,Data Science and Research,USD,133000,133000,United States,Entry-level,Part-time,In-person,United States,M,122360.0,100.0,133000.0
2023,Data Scientist,Data Science and Research,USD,58300,58300,United States,Entry-level,Part-time,In-person,United States,M,53636.0,100.0,58300.0
2023,Data Engineer,Data Engineering,USD,254000,254000,United States,Senior,Full-time,In-person,United States,M,233680.0,100.0,254000.0
2023,Data Engineer,Data Engineering,USD,159000,159000,United States,Senior,Full-time,In-person,United States,M,146280.0,100.0,159000.0
2023,Data Engineer,Data Engineering,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M,156400.0,100.0,170000.0
2023,Data Engineer,Data Engineering,USD,85000,85000,United States,Senior,Full-time,In-person,United States,M,78200.0,100.0,85000.0
2023,Data Scientist,Data Science and Research,USD,130500,130500,United States,Mid-level,Full-time,In-person,United States,M,120060.0,100.0,130500.0
2023,Data Scientist,Data Science and Research,USD,116000,116000,United States,Mid-level,Full-time,In-person,United States,M,106720.0,100.0,116000.0
2023,Research Analyst,Data Science and Research,USD,81400,81400,United States,Entry-level,Full-time,Remote,United States,M,74888.0,100.0,81400.0
2023,Research Analyst,Data Science and Research,USD,43500,43500,United States,Entry-level,Full-time,Remote,United States,M,40020.0,100.0,43500.0
2023,Data Engineer,Data Engineering,USD,169000,169000,United States,Mid-level,Full-time,In-person,United States,M,155480.0,100.0,169000.0
2023,Data Engineer,Data Engineering,USD,92000,92000,United States,Mid-level,Full-time,In-person,United States,M,84640.0,100.0,92000.0
2023,Data Analyst,Data Analysis,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M,152720.0,100.0,166000.0
2023,Data Analyst,Data Analysis,USD,73100,73100,United States,Senior,Full-time,In-person,United States,M,67252.0,100.0,73100.0
2023,Research Scientist,Data Science and Research,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M,174800.0,100.0,190000.0
2023,Research Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M,151800.0,100.0,165000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,305600,305600,United States,Senior,Full-time,In-person,United States,M,281152.0,100.0,305600.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,146600,146600,United States,Senior,Full-time,In-person,United States,M,134872.0,100.0,146600.0
2023,Data Analyst,Data Analysis,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M,138000.0,100.0,150000.0
2023,Data Analyst,Data Analysis,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M,110400.0,100.0,120000.0
2023,Data Engineer,Data Engineering,USD,275000,275000,United States,Senior,Full-time,In-person,United States,M,253000.0,100.0,275000.0
2023,Data Engineer,Data Engineering,USD,146400,146400,United States,Senior,Full-time,In-person,United States,M,134688.0,100.0,146400.0
2023,Data Scientist,Data Science and Research,USD,208500,208500,United States,Senior,Full-time,In-person,United States,M,191820.0,100.0,208500.0
2023,Data Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M,151800.0,100.0,165000.0
2023,Data Scientist,Data Science and Research,USD,258700,258700,United States,Senior,Full-time,In-person,United States,M,238004.0,100.0,258700.0
2023,Data Scientist,Data Science and Research,USD,172500,172500,United States,Senior,Full-time,In-person,United States,M,158700.0,100.0,172500.0
2023,Data Engineer,Data Engineering,USD,185000,185000,United States,Senior,Full-time,Remote,United States,M,170200.0,100.0,185000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,198200,198200,United States,Senior,Full-time,In-person,United States,M,182344.0,100.0,198200.0
2023,Business Intelligence Analyst,BI and Visualization,USD,110200,110200,United States,Senior,Full-time,In-person,United States,M,101384.0,100.0,110200.0
2023,Machine Learning Researcher,Machine Learning and AI,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M,152720.0,100.0,166000.0
